accession	tax_id	organism	superkingdom	phylum	class	order	family	genus	species
A0A9D1VXP4	2838661	Candidatus Mediterraneibacter caccavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter caccavium
A0A9D1WG84	2838490	Candidatus Blautia gallistercoris		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia gallistercoris
A0A9D1WQJ7	2838465	Candidatus Anaerotruncus excrementipullorum		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Candidatus Anaerotruncus excrementipullorum
A0A9D1XFD0	2838600	Candidatus Fusicatenibacter merdavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Candidatus Fusicatenibacter merdavium
A0A9D1YP95	2838555	Candidatus Eisenbergiella pullistercoris		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Candidatus Eisenbergiella pullistercoris
A0A9D2A8K2	2838504	Candidatus Borkfalkia avistercoris		Bacillota	Clostridia	Christensenellales	Christensenellaceae	Candidatus Borkfalkia	Candidatus Borkfalkia avistercoris
A0A9D2DAE5	2838686	Candidatus Mediterraneibacter stercorigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter stercorigallinarum
A0A9D2DWC7	2838604	Candidatus Gallimonas intestinigallinarum		Bacillota	Clostridia			Candidatus Gallimonas	Candidatus Gallimonas intestinigallinarum
A0A9D2E487	2838595	Candidatus Allofournierella merdipullorum		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Allofournierella	Candidatus Allofournierella merdipullorum
A0A9D2FPT9	2838498	Candidatus Blautia pullicola		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia pullicola
A0A9D2GBY3	2838685	Candidatus Mediterraneibacter stercoravium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter stercoravium
A0A9D2HB55	2838682	Candidatus Mediterraneibacter pullicola		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter pullicola
A0A9D2I4R7	2838553	Candidatus Eisenbergiella merdipullorum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Candidatus Eisenbergiella merdipullorum
A0A9D2LQX7	2838487	Candidatus Blautia faecavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia faecavium
A0A9D2M315	2838751	Candidatus Ruthenibacterium avium		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Candidatus Ruthenibacterium avium
A0A9D2N7M4	2838495	Candidatus Blautia merdigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia merdigallinarum
A0A9D2NA90	2838598	Candidatus Fusicatenibacter intestinigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Candidatus Fusicatenibacter intestinigallinarum
A0A9D2NMV1	2838670	Candidatus Mediterraneibacter faecipullorum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter faecipullorum
A0A9D2P2E4	2838671	Candidatus Mediterraneibacter gallistercoris		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter gallistercoris
A0A9D2Q6X6	2838752	Candidatus Ruthenibacterium merdavium		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Candidatus Ruthenibacterium merdavium
A0A9D2QSN6	2838483	Candidatus Blautia avicola		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia avicola
A0A9D2R3Q0	2838689	Candidatus Mediterraneibacter tabaqchaliae		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter tabaqchaliae
A0A9D2SCQ6	2838552	Candidatus Eisenbergiella merdigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Candidatus Eisenbergiella merdigallinarum
A0A9D2SR31	2838551	Candidatus Eisenbergiella merdavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Candidatus Eisenbergiella merdavium
A0A9D2SZH1	2838669	Candidatus Mediterraneibacter faecigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Candidatus Mediterraneibacter faecigallinarum
A0A9D2TB69	2838494	Candidatus Blautia merdavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia merdavium
A0A9D2TTL9	2838549	Candidatus Eisenbergiella intestinigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Candidatus Eisenbergiella intestinigallinarum
A0A9D2U536	2838502	Candidatus Blautia stercoripullorum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia stercoripullorum
A0A9D2WMI0	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D2WMW5	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D2WNI6	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D2WPW3	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D2WRU8	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D2WSR0	182264	Sporotomaculum syntrophicum		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum	Sporotomaculum syntrophicum
A0A9D3AHZ1	1653435	Merdimonas faecis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Merdimonas	Merdimonas faecis
A0A9D5DR76	444060	Alkalicoccobacillus plakortidis		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus plakortidis
A0A9D5HZB2	444060	Alkalicoccobacillus plakortidis		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus plakortidis
A0A9E2KCU9	2838521	Candidatus Cellulosilyticum pullistercoris		Bacillota	Clostridia	Lachnospirales	Cellulosilyticaceae	Cellulosilyticum	Candidatus Cellulosilyticum pullistercoris
A0A9E8LWT6	2980026	Fervidibacillus albus		Bacillota	Bacilli	Bacillales	Bacillaceae	Fervidibacillus	Fervidibacillus albus
A0A9E8S087	2980027	Fervidibacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Fervidibacillus	Fervidibacillus halotolerans
A0A9J6P1P5	2828781	Oceanirhabdus seepicola		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oceanirhabdus	Oceanirhabdus seepicola
A0A9J6RC51	472978	Natronobacillus azotifigens		Bacillota	Bacilli	Bacillales	Bacillaceae	Natronobacillus	Natronobacillus azotifigens
A0A9J6RCK5	472978	Natronobacillus azotifigens		Bacillota	Bacilli	Bacillales	Bacillaceae	Natronobacillus	Natronobacillus azotifigens
A0A9J6Z9W9	2994561	Candidatus Pristimantibacillus lignocellulolyticus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Pristimantibacillus (SeqCode)	Pristimantibacillus lignocellulolyticus (SeqCode)
A0A9N7JI70	1504	Clostridium septicum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum
A0A9N7JIP0	1504	Clostridium septicum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum
A0A9N7JNV7	1504	Clostridium septicum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum
A0A9N7JPH8	1504	Clostridium septicum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum
A0A9N7JPV3	1504	Clostridium septicum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum
A0A9P1JES6	692420	Bacillus amyloliquefaciens (strain ATCC 23350 / DSM 7 / BCRC 11601 / CCUG 28519 / NBRC 15535 / NRRL B-14393 / F)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
A0A9P1JFU8	692420	Bacillus amyloliquefaciens (strain ATCC 23350 / DSM 7 / BCRC 11601 / CCUG 28519 / NBRC 15535 / NRRL B-14393 / F)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
A0A9P1JJQ6	692420	Bacillus amyloliquefaciens (strain ATCC 23350 / DSM 7 / BCRC 11601 / CCUG 28519 / NBRC 15535 / NRRL B-14393 / F)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
A0A9P1JL25	692420	Bacillus amyloliquefaciens (strain ATCC 23350 / DSM 7 / BCRC 11601 / CCUG 28519 / NBRC 15535 / NRRL B-14393 / F)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
A0A9P1KZV9	1505	Paraclostridium sordellii		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium sordellii
A0A9P1L0B7	1505	Paraclostridium sordellii		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium sordellii
A0A9P1NGB5	692420	Bacillus amyloliquefaciens (strain ATCC 23350 / DSM 7 / BCRC 11601 / CCUG 28519 / NBRC 15535 / NRRL B-14393 / F)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
A0A9P2G5R0	592027	Clostridium botulinum D str. 1873		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A9Q1V0D1	1491	Clostridium botulinum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A9Q2LI39	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q3Z235	36828	Clostridium botulinum C		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A9Q4ABC5	932217	Anaerosalibacter bizertensis		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Anaerosalibacter	Anaerosalibacter bizertensis
A0A9Q4ADH0	932217	Anaerosalibacter bizertensis		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Anaerosalibacter	Anaerosalibacter bizertensis
A0A9Q4AZC7	76935	Salipaludibacillus agaradhaerens		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus agaradhaerens
A0A9Q4B2X8	76935	Salipaludibacillus agaradhaerens		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus agaradhaerens
A0A9Q4DLR8	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4DS19	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4DSH1	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4DW02	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4DW66	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4E296	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4E7M4	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4E7Y9	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4EM47	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q4EN90	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q4EQD7	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q4EXQ2	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4FXQ1	76935	Salipaludibacillus agaradhaerens		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus agaradhaerens
A0A9Q4H9R1	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4HI05	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4HMC5	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4HN38	96241	Bacillus spizizenii		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii
A0A9Q4HQ15	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4HRT1	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4HS19	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4HT00	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4HV30	483913	Bacillus inaquosorum		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9Q4TQ42	1491	Clostridium botulinum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
A0A9Q5CM93	1520	Clostridium beijerinckii		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
A0A9Q5MIX0	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9Q5SHT5	180891	Bacillus thuringiensis serovar sooncheon		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9Q5SM01	180891	Bacillus thuringiensis serovar sooncheon		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9Q6F0H5	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q6F3A6	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q6F3D7	260554	Bacillus halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
A0A9Q9FJ81	2735723	Turicibacter bilis		Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter bilis
A0A9R0BHQ6	645463	Clostridioides difficile (strain R20291)		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
A0A9W3J8L0	1218175	Bacillus thuringiensis HD-771		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3JC97	1218175	Bacillus thuringiensis HD-771		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3JL68	1217737	Bacillus thuringiensis HD-789		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3JMC9	1218175	Bacillus thuringiensis HD-771		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3KHH0	529122	Bacillus thuringiensis YBT-1518		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3KU57	1330043	Bacillus bombysepticus str. Wang		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bombysepticus
A0A9W3KZ02	1330043	Bacillus bombysepticus str. Wang		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bombysepticus
A0A9W3P5S4	1217737	Bacillus thuringiensis HD-789		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3PFP0	529122	Bacillus thuringiensis YBT-1518		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3PTE0	1330043	Bacillus bombysepticus str. Wang		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bombysepticus
A0A9W3ST34	1423143	Bacillus thuringiensis Bt18247		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3SY27	1423143	Bacillus thuringiensis Bt18247		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3TCR7	1428	Bacillus thuringiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3XJ08	1428	Bacillus thuringiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3YFY5	1428	Bacillus thuringiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3YJT3	1428	Bacillus thuringiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3ZSD3	1442	Bacillus thuringiensis subsp. tolworthi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W3ZWT5	1442	Bacillus thuringiensis subsp. tolworthi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W4EU59	1442	Bacillus thuringiensis subsp. tolworthi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
A0A9W4KRJ6	1478	Peribacillus simplex		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex
A0A9W4KTF5	1478	Peribacillus simplex		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex
A0A9W4PFR7	1478	Peribacillus simplex		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex
A0A9W5K374	1053223	Bacillus cereus (strain VD014)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5KAL7	1053223	Bacillus cereus (strain VD014)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5KTS5	1053238	Bacillus cereus VD154		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5L3Y7	1053238	Bacillus cereus VD154		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5LFT5	1236548	Bacillus inaquosorum KCTC 13429		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9W5LIG5	1236548	Bacillus inaquosorum KCTC 13429		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9W5LJZ1	1236548	Bacillus inaquosorum KCTC 13429		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9W5LK22	1236548	Bacillus inaquosorum KCTC 13429		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9W5LMD0	1236548	Bacillus inaquosorum KCTC 13429		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus inaquosorum
A0A9W5NQD3	1053223	Bacillus cereus (strain VD014)		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5P420	1053238	Bacillus cereus VD154		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5PQY4	1053233	Bacillus cereus VD133		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5PUR6	1053233	Bacillus cereus VD133		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5QB49	1053215	Bacillus cereus ISP2954		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5QI90	1053215	Bacillus cereus ISP2954		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5QT81	1053211	Bacillus cereus HuB4-4		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5QVT0	1053211	Bacillus cereus HuB4-4		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5R8H7	1053242	Bacillus cereus VD184		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5RYH8	1380763	Paenibacillus darwinianus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus darwinianus
A0A9W5S203	1380763	Paenibacillus darwinianus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus darwinianus
A0A9W5TVM1	1827502	Lentibacillus populi		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus populi
A0A9W5TYJ7	1827502	Lentibacillus populi		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus populi
A0A9W5TZ53	1827502	Lentibacillus populi		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus populi
A0A9W5V779	1053243	Bacillus cereus VD196		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5VAK4	1053243	Bacillus cereus VD196		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5VIZ7	1053211	Bacillus cereus HuB4-4		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5VQ95	1053242	Bacillus cereus VD184		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W5Y191	2886038	Clostridium folliculivorans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium folliculivorans
A0A9W5Y2S3	2886038	Clostridium folliculivorans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium folliculivorans
A0A9W6DAF4	2886038	Clostridium folliculivorans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium folliculivorans
A0A9W6DAQ0	2886038	Clostridium folliculivorans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium folliculivorans
A0A9W7QB40	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W7USU6	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
A0A9W7V2C1	1396	Bacillus cereus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
